【法国---波城古堡】波城古堡位于法国普罗旺斯省亚耳附近地区的波城莱博镇的古城塞遗迹。波城这里曾经是被诗人米斯特拉称为鹫族的英勇的波城一族驻守的城塞，后来经历了无数次战争硝烟的洗礼，于路易13世在位期间毁于战火，现在保留的是当年古堡废墟可供游人参观。	“是”不是一个命名实体
【法国---波城古堡】波城古堡位于法国普罗旺斯省亚耳附近地区的波城莱博镇的古城塞遗迹。波城这里曾经是被诗人米斯特拉称为鹫族的英勇的波城一族驻守的城塞，后来经历了无数次战争硝烟的洗礼，于路易13世在位期间毁于战火，现在保留的是当年古堡废墟可供游人参观。	“族”不是一个命名实体
【法国---波城古堡】波城古堡位于法国普罗旺斯省亚耳附近地区的波城莱博镇的古城塞遗迹。波城这里曾经是被诗人米斯特拉称为鹫族的英勇的波城一族驻守的城塞，后来经历了无数次战争硝烟的洗礼，于路易13世在位期间毁于战火，现在保留的是当年古堡废墟可供游人参观。	“驻守”不是一个命名实体
【法国---波城古堡】波城古堡位于法国普罗旺斯省亚耳附近地区的波城莱博镇的古城塞遗迹。波城这里曾经是被诗人米斯特拉称为鹫族的英勇的波城一族驻守的城塞，后来经历了无数次战争硝烟的洗礼，于路易13世在位期间毁于战火，现在保留的是当年古堡废墟可供游人参观。	“无数”不是一个命名实体
【法国---波城古堡】波城古堡位于法国普罗旺斯省亚耳附近地区的波城莱博镇的古城塞遗迹。波城这里曾经是被诗人米斯特拉称为鹫族的英勇的波城一族驻守的城塞，后来经历了无数次战争硝烟的洗礼，于路易13世在位期间毁于战火，现在保留的是当年古堡废墟可供游人参观。	“硝烟”不是一个命名实体
【法国---波城古堡】波城古堡位于法国普罗旺斯省亚耳附近地区的波城莱博镇的古城塞遗迹。波城这里曾经是被诗人米斯特拉称为鹫族的英勇的波城一族驻守的城塞，后来经历了无数次战争硝烟的洗礼，于路易13世在位期间毁于战火，现在保留的是当年古堡废墟可供游人参观。	“游人”不是一个命名实体
//@微博搞笑排行榜:好感动！[泪]玩微博一定要看微小说，推荐一下，喜欢微小说的关注@经典丶微小说	“微博”是一个组织实体
//@微博搞笑排行榜:好感动！[泪]玩微博一定要看微小说，推荐一下，喜欢微小说的关注@经典丶微小说	“微博”是一个组织实体
//@微博搞笑排行榜:好感动！[泪]玩微博一定要看微小说，推荐一下，喜欢微小说的关注@经典丶微小说	“感动”不是一个命名实体
//@微博搞笑排行榜:好感动！[泪]玩微博一定要看微小说，推荐一下，喜欢微小说的关注@经典丶微小说	“一下”不是一个命名实体
我叫赵新民好恐怖啊啊啊啊啊啊	“赵新民”是一个人名实体
我叫赵新民好恐怖啊啊啊啊啊啊	“啊”不是一个命名实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“老干妈”是一个组织实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“蒋劲夫”是一个人名实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“老干”不是一个命名实体
哎哟我去老干妈哈哈哈哈哈哈泰翻快粗来泪泪泪一又二分之一的夏天百度贴吧尼坤蒋劲夫独家专访一又二分之一的夏天剧组	“一”不是一个命名实体
@查小明医生帅呆了！我在:http://t.cn/zY7B5BS	“查小明医生”是一个人名实体
@查小明医生帅呆了！我在:http://t.cn/zY7B5BS	“呆”不是一个命名实体
我叫赵新民哈哈哈啊哈哈哈笑话伤不起吃惊	“赵新民”是一个人名实体
我叫赵新民哈哈哈啊哈哈哈笑话伤不起吃惊	“伤”不是一个命名实体
外星人如果占领地球。美国有超人，日本有奥特曼，我们有什么？！！	“美国”是一个地缘政治实体名实体
外星人如果占领地球。美国有超人，日本有奥特曼，我们有什么？！！	“日本”是一个地缘政治实体名实体
外星人如果占领地球。美国有超人，日本有奥特曼，我们有什么？！！	“奥特曼”是一个人名实体
外星人如果占领地球。美国有超人，日本有奥特曼，我们有什么？！！	“外星人”不是一个命名实体
外星人如果占领地球。美国有超人，日本有奥特曼，我们有什么？！！	“有奥特曼”不是一个命名实体
外星人如果占领地球。美国有超人，日本有奥特曼，我们有什么？！！	“我们”不是一个命名实体
#有奖转发赢百元话费#[耶]我是一个知足常乐的人，我期待着生活中的小惊喜[嘻嘻]地址：http://t.cn/8suloQR	“一个”不是一个命名实体
赶紧回来把，妹子，这有人很想你～进退皆是冷敷衍急寻	“赶紧”不是一个命名实体
哈哈哈，笑到了赵小晚一定要戳他微博看半天才明白怎么回事哈哈哈哈哈哈哈哈哈	“赵小晚”是一个人名实体
哈哈哈，笑到了赵小晚一定要戳他微博看半天才明白怎么回事哈哈哈哈哈哈哈哈哈	“了”不是一个命名实体
我刚在@微盘发现了一个很不错的文件"改造命运.心想事成(了凡四训讲记)].释净空.扫描版.pdf"，推荐你也来看看哦！http://t.cn/zQLuV5w	“微盘”是一个组织实体
我刚在@微盘发现了一个很不错的文件"改造命运.心想事成(了凡四训讲记)].释净空.扫描版.pdf"，推荐你也来看看哦！http://t.cn/zQLuV5w	“扫描”不是一个命名实体
【职场菜鸟十大标志】1、只会踏踏实实地做具体的工作；2、不会踏踏实实地工作；、瞧不起上司；4、崇拜上司；5、容易被激发、被感动、被忽悠；6、甘当云梯默默无闻；7、习惯忍让；8、锋芒毕露；9、排斥关系；10、知无不言言无不真。职场中的你有中了几个？。#鹏诺心语#	“鹏诺心语”是一个组织实体
【职场菜鸟十大标志】1、只会踏踏实实地做具体的工作；2、不会踏踏实实地工作；、瞧不起上司；4、崇拜上司；5、容易被激发、被感动、被忽悠；6、甘当云梯默默无闻；7、习惯忍让；8、锋芒毕露；9、排斥关系；10、知无不言言无不真。职场中的你有中了几个？。#鹏诺心语#	“你”不是一个命名实体
我能接受傻比的恩惠吗？不能，从今天开始，傻比的东西对我无所谓了，他应该首先救他自己的灵魂，而他不是救世主。	“对”不是一个命名实体
陈芭芭她爹爹其可夫李毅吧滚出贴吧不发表意见，大家看看其可夫，帮忙转一下，很客观	“陈芭芭”是一个人名实体
陈芭芭她爹爹其可夫李毅吧滚出贴吧不发表意见，大家看看其可夫，帮忙转一下，很客观	“李毅”是一个人名实体
陈芭芭她爹爹其可夫李毅吧滚出贴吧不发表意见，大家看看其可夫，帮忙转一下，很客观	“爹”不是一个命名实体
陈芭芭她爹爹其可夫李毅吧滚出贴吧不发表意见，大家看看其可夫，帮忙转一下，很客观	“滚”不是一个命名实体
茶道易抒，人道难语-阿里巴巴商友圈http://t.cn/RPgLtmM	“阿里巴巴商友圈”是一个组织实体
茶道易抒，人道难语-阿里巴巴商友圈http://t.cn/RPgLtmM	“t.cn”不是一个命名实体
我想问：那个人，你在哪？	“哪”不是一个命名实体
俩个富二代在为晚上的活动找姑娘。。哎。。。我这穷人情何以堪。。。陈雨奇葩的世界什么时候都饿的人	“在”不是一个命名实体
我叫赵新民送给十二星座的封信扑克牌不为人知的知识	“赵新民”是一个人名实体
我叫赵新民送给十二星座的封信扑克牌不为人知的知识	“信”不是一个命名实体
干蛋的没有杂工了，我们自己就得当杂工了泪泪	“就”不是一个命名实体
我刚更新了#微博客户端冬季版#，1.信息流新增地点卡片；2.新增喜欢功能，轻松表达你的态度；3.支持显示悄悄关注分组和发给我的定向分组；4.支持屏蔽通知；5.周边的人、周边的微博支持筛选；6.会员还支持微博置顶和更多会员皮肤哦！AppStore下载地址：http://t.cn/zOabEYN	“微博”是一个组织实体
我刚更新了#微博客户端冬季版#，1.信息流新增地点卡片；2.新增喜欢功能，轻松表达你的态度；3.支持显示悄悄关注分组和发给我的定向分组；4.支持屏蔽通知；5.周边的人、周边的微博支持筛选；6.会员还支持微博置顶和更多会员皮肤哦！AppStore下载地址：http://t.cn/zOabEYN	“轻松”不是一个命名实体
欧巴！李敏镐啊！我是被他的笑容所迷上的呢！快乐大本营游韩国的时候！[爱你][爱你][哈哈]	“李敏镐”是一个人名实体
欧巴！李敏镐啊！我是被他的笑容所迷上的呢！快乐大本营游韩国的时候！[爱你][爱你][哈哈]	“快乐大本营”是一个组织实体
欧巴！李敏镐啊！我是被他的笑容所迷上的呢！快乐大本营游韩国的时候！[爱你][爱你][哈哈]	“韩国”是一个地缘政治实体名实体
欧巴！李敏镐啊！我是被他的笑容所迷上的呢！快乐大本营游韩国的时候！[爱你][爱你][哈哈]	“是”不是一个命名实体
欧巴！李敏镐啊！我是被他的笑容所迷上的呢！快乐大本营游韩国的时候！[爱你][爱你][哈哈]	“的”不是一个命名实体
欧巴！李敏镐啊！我是被他的笑容所迷上的呢！快乐大本营游韩国的时候！[爱你][爱你][哈哈]	“时候”不是一个命名实体
领导也是人，也是有私心与一般人的弱点，有感情因素，倘只停留在干活层面不交流，那么领导会觉得既然公事公办，那么公司已经为你的工作成果支付了工资与成本，又何必谈其他的。	“因素”不是一个命名实体
一个人当你学会耐得住寂寞时你成功就不远了我在:http://t.cn/z85XROe	“/”不是一个命名实体
保龄球我们来了今天要打死你.打死你！@邓玉龙-ko@大兵_13@凌云baby	“邓玉龙-ko”是一个人名实体
保龄球我们来了今天要打死你.打死你！@邓玉龙-ko@大兵_13@凌云baby	“大兵_13”是一个人名实体
保龄球我们来了今天要打死你.打死你！@邓玉龙-ko@大兵_13@凌云baby	“凌云baby”是一个人名实体
保龄球我们来了今天要打死你.打死你！@邓玉龙-ko@大兵_13@凌云baby	“打”不是一个命名实体
保龄球我们来了今天要打死你.打死你！@邓玉龙-ko@大兵_13@凌云baby	“邓玉龙”不是一个命名实体
保龄球我们来了今天要打死你.打死你！@邓玉龙-ko@大兵_13@凌云baby	“凌云”不是一个命名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“何爷爷”是一个人名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“父亲”是一个地名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“浸水”是一个地名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“杜长其”是一个人名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“通惠医院”是一个组织实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“社会”不是一个命名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“天”不是一个命名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“按”不是一个命名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“小女”不是一个命名实体
#社会新闻#【重庆8旬老人春节露宿女儿家门外4天3夜】1月26日，幺儿媳按之前签订的协议，将何爷爷送到小女儿家赡养，不料小女却不接纳，无奈老人只好在小女儿家门口楼道上睡了4天3晚。令人寒心的是目前几个子女都不愿去接父亲回家。昨日，浸水社区居委会主任杜长其透露，他们已将老人送往通惠医院安置。	“社区”不是一个命名实体
#寻找中国传统美食之旅#感谢小编不断将惊喜带给所有喜欢你的粉丝，祝小编开心每一天！希望微博活动人气直升越来越火。地址：http://t.cn/8FLVoDs	“中国”是一个地缘政治实体名实体
#寻找中国传统美食之旅#感谢小编不断将惊喜带给所有喜欢你的粉丝，祝小编开心每一天！希望微博活动人气直升越来越火。地址：http://t.cn/8FLVoDs	“祝”不是一个命名实体
@易天正所谓兵贵神速，你要举报就尽快吧！关于“打假基金”的事，我怀疑方舟子早在你揭露出来的时候就已经开始着手做假账了，所以要快点了。	“易天”是一个人名实体
@易天正所谓兵贵神速，你要举报就尽快吧！关于“打假基金”的事，我怀疑方舟子早在你揭露出来的时候就已经开始着手做假账了，所以要快点了。	“方舟子”是一个人名实体
@易天正所谓兵贵神速，你要举报就尽快吧！关于“打假基金”的事，我怀疑方舟子早在你揭露出来的时候就已经开始着手做假账了，所以要快点了。	“打假”不是一个命名实体
@易天正所谓兵贵神速，你要举报就尽快吧！关于“打假基金”的事，我怀疑方舟子早在你揭露出来的时候就已经开始着手做假账了，所以要快点了。	“点”不是一个命名实体
新浪微博客户端升级了！信息流图片加载速度提升；发布器支持多张图片一键分享；新增emoji、浪小花表情。观看视频，了解更多！http://t.cn/zTozVas我在全新微博客户端3.5.0，我为雅安祈福。下载地址：http://t.cn/zldQ2Cz	“雅安”是一个地缘政治实体名实体
新浪微博客户端升级了！信息流图片加载速度提升；发布器支持多张图片一键分享；新增emoji、浪小花表情。观看视频，了解更多！http://t.cn/zTozVas我在全新微博客户端3.5.0，我为雅安祈福。下载地址：http://t.cn/zldQ2Cz	“//”不是一个命名实体
羡慕@火星来的GRL郭日良你什么时候也给我煮一顿，难吃我不介意的[泪]	“郭日良”是一个人名实体
羡慕@火星来的GRL郭日良你什么时候也给我煮一顿，难吃我不介意的[泪]	“也”不是一个命名实体
陈阿土过岗扎三瓶，大夫不留情。	“陈阿土”是一个人名实体
陈阿土过岗扎三瓶，大夫不留情。	“岗扎”不是一个命名实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“哈尔滨”是一个地缘政治实体名实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“哈市”是一个地缘政治实体名实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“哈尔滨大街”是一个地名实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“哈市儿童福利院”是一个组织实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“婴儿”不是一个命名实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“造价”不是一个命名实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“这”不是一个命名实体
【哈尔滨“婴儿安全岛”投用】地约53平方米，造价30万元，内有换气扇、小床、保温箱、延时报警装置等——这间粉色的“婴儿安全岛”于1月8日正式在哈市启用，位于哈尔滨大街的哈市儿童福利院大门口南侧，门口和屋顶设有卡通形象的婴儿安全岛指示标志。	“正式”不是一个命名实体
这才是#中国合伙人#的真是版本	“中国合伙人”是一个地缘政治实体名实体
这才是#中国合伙人#的真是版本	“这”不是一个命名实体
额，浪浪，你太绝了哈哈哈哈丫头哒哒看看你的手机，反正我的是这个	“额”不是一个命名实体
我叫赵新民经典爱情日记每天分享懒人私房菜，轻松学习做饭技巧，尝遍各种美食	“赵新民”是一个人名实体
我叫赵新民经典爱情日记每天分享懒人私房菜，轻松学习做饭技巧，尝遍各种美食	“懒人”不是一个命名实体
波澜不惊……你搞笑吗？——看到甜酱的博文《年末随便写写，年初随便想想》有感而发的评论。http://t.cn/zjQj41C	“//”不是一个命名实体
【社会主义商品经济】！//@frankyhl123:流氓政府	“frankyhl123”是一个人名实体
【社会主义商品经济】！//@frankyhl123:流氓政府	“商品经济”不是一个命名实体
我叫赵新民我要把你的头像设置成这个哈哈哈哈	“赵新民”是一个人名实体
我叫赵新民我要把你的头像设置成这个哈哈哈哈	“你”不是一个命名实体
所有的约瑟都是伟大的。我愿做任意一位约瑟	“约瑟”是一个人名实体
所有的约瑟都是伟大的。我愿做任意一位约瑟	“是”不是一个命名实体
宁波这意思是爆表了么~完全测不出了...	“宁波”是一个地缘政治实体名实体
宁波这意思是爆表了么~完全测不出了...	“了么”不是一个命名实体
许扬医师最近空气污染严重，秋冬润喉茶又大显身手了。	“许扬”是一个人名实体
许扬医师最近空气污染严重，秋冬润喉茶又大显身手了。	“严重”不是一个命名实体
坐车了，真希望这一程是没有终点站了的	“希望”不是一个命名实体
视金钱如粪土的清高之士，他们能不食人间烟火，采天地之灵气，吸日月之精华？虽说女孩子爱上一个男孩子的先决条件不见得是金钱，但是男孩子要追到心仪的女孩子难免要花钱，而且是花上不少的钱，如今小学生都喊着做中国的比尔．盖茨，可见金钱的魅力，女孩鬼精似的，看看追她们要多少钱？吓你一跳！	“中国”是一个地缘政治实体名实体
视金钱如粪土的清高之士，他们能不食人间烟火，采天地之灵气，吸日月之精华？虽说女孩子爱上一个男孩子的先决条件不见得是金钱，但是男孩子要追到心仪的女孩子难免要花钱，而且是花上不少的钱，如今小学生都喊着做中国的比尔．盖茨，可见金钱的魅力，女孩鬼精似的，看看追她们要多少钱？吓你一跳！	“比尔．盖茨”是一个人名实体
视金钱如粪土的清高之士，他们能不食人间烟火，采天地之灵气，吸日月之精华？虽说女孩子爱上一个男孩子的先决条件不见得是金钱，但是男孩子要追到心仪的女孩子难免要花钱，而且是花上不少的钱，如今小学生都喊着做中国的比尔．盖茨，可见金钱的魅力，女孩鬼精似的，看看追她们要多少钱？吓你一跳！	“一个”不是一个命名实体
视金钱如粪土的清高之士，他们能不食人间烟火，采天地之灵气，吸日月之精华？虽说女孩子爱上一个男孩子的先决条件不见得是金钱，但是男孩子要追到心仪的女孩子难免要花钱，而且是花上不少的钱，如今小学生都喊着做中国的比尔．盖茨，可见金钱的魅力，女孩鬼精似的，看看追她们要多少钱？吓你一跳！	“鬼”不是一个命名实体
已进入休克状态泪泪泪泪泪泪粉红色蝴蝶节嘉欣就系嘉欣	“嘉欣”是一个人名实体
已进入休克状态泪泪泪泪泪泪粉红色蝴蝶节嘉欣就系嘉欣	“系”不是一个命名实体
是质量又好又深	“好”不是一个命名实体
//@代悦新闻社:【节目现场③】@代悦719在《周日我最大》节目录制现场	“代悦新闻社”是一个组织实体
//@代悦新闻社:【节目现场③】@代悦719在《周日我最大》节目录制现场	“719”不是一个命名实体
【快速切换的多用USB数据线】三个接口也都是电子设备常用的，苹果，安卓，还有个大的，可以彼此之间进行旋转切换到自己所需要的那个，尺寸是5.5英寸，可以方便的夹在自己的包上或者是放在包中，就像一根笔一样。	“苹果”是一个组织实体
【快速切换的多用USB数据线】三个接口也都是电子设备常用的，苹果，安卓，还有个大的，可以彼此之间进行旋转切换到自己所需要的那个，尺寸是5.5英寸，可以方便的夹在自己的包上或者是放在包中，就像一根笔一样。	“安卓”是一个组织实体
【快速切换的多用USB数据线】三个接口也都是电子设备常用的，苹果，安卓，还有个大的，可以彼此之间进行旋转切换到自己所需要的那个，尺寸是5.5英寸，可以方便的夹在自己的包上或者是放在包中，就像一根笔一样。	“还有”不是一个命名实体
【快速切换的多用USB数据线】三个接口也都是电子设备常用的，苹果，安卓，还有个大的，可以彼此之间进行旋转切换到自己所需要的那个，尺寸是5.5英寸，可以方便的夹在自己的包上或者是放在包中，就像一根笔一样。	“放”不是一个命名实体
财经政法。。。豁出去了。	“财经政法”是一个组织实体
财经政法。。。豁出去了。	“政法”不是一个命名实体
午休午休，过来围观一下微博	“微博”是一个组织实体
午休午休，过来围观一下微博	“过来”不是一个命名实体
霄贤不屑与你装苦逼青年杨素晗	“霄贤”是一个人名实体
霄贤不屑与你装苦逼青年杨素晗	“杨素晗”是一个人名实体
霄贤不屑与你装苦逼青年杨素晗	“与”不是一个命名实体
霄贤不屑与你装苦逼青年杨素晗	“装苦”不是一个命名实体
土豪朋友去海南还不忘记捎上点特产寄给兄弟我��，何德何能非常感谢，兄弟我会好好享用的～哈哈哈	“海南”是一个地缘政治实体名实体
土豪朋友去海南还不忘记捎上点特产寄给兄弟我��，何德何能非常感谢，兄弟我会好好享用的～哈哈哈	“寄”不是一个命名实体
去吃的//@尐胖釨_nancy:小蚊子晚上去吃火锅不？明天公司又要吃饭了，说是中秋节，你不会休息吧[失望]//@尐蚊釨_:好恶心啊！小胖子你口味好重。//@尐胖釨_nancy:@尐蚊釨_去不？	“尐胖釨”是一个人名实体
去吃的//@尐胖釨_nancy:小蚊子晚上去吃火锅不？明天公司又要吃饭了，说是中秋节，你不会休息吧[失望]//@尐蚊釨_:好恶心啊！小胖子你口味好重。//@尐胖釨_nancy:@尐蚊釨_去不？	“恶心”不是一个命名实体
台灣好＂食＂味！紅燒豚筋麵+超大杯多多綠這就是我愛台灣的原因之一	“台灣”是一个地缘政治实体名实体
台灣好＂食＂味！紅燒豚筋麵+超大杯多多綠這就是我愛台灣的原因之一	“台灣”是一个地缘政治实体名实体
台灣好＂食＂味！紅燒豚筋麵+超大杯多多綠這就是我愛台灣的原因之一	“+”不是一个命名实体
台灣好＂食＂味！紅燒豚筋麵+超大杯多多綠這就是我愛台灣的原因之一	“就”不是一个命名实体
三十年前，老爹带我来这里开会，今天打了个颠倒。我在这里	“这里”不是一个命名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“胡劳斯”是一个人名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“胡劳斯”是一个人名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“九”不是一个命名实体
胡劳斯昨儿生日快乐九班孩子是不是格外可爱胡劳斯快来爱九班吧依依	“九”不是一个命名实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“成都”是一个地缘政治实体名实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“电信”是一个组织实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“成都”是一个地缘政治实体名实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“电信”是一个组织实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“再”不是一个命名实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“速度”不是一个命名实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“电话”不是一个命名实体
成都电信到底有没的时间观念哦，一托再托，日妈我们时间就不是时间哇，等了你两天啥子速度。说好的三点现在都几点了哦，电话没人接。成都电信智慧生活	“智慧”不是一个命名实体
//@林小萱Sandy:今年最喜歡的華劇#就是要你愛上我#想要#就是要你愛上我#炎亞綸＆郭雪芙簽名酷卡	“林小萱Sandy”是一个人名实体
//@林小萱Sandy:今年最喜歡的華劇#就是要你愛上我#想要#就是要你愛上我#炎亞綸＆郭雪芙簽名酷卡	“炎亞綸”是一个人名实体
//@林小萱Sandy:今年最喜歡的華劇#就是要你愛上我#想要#就是要你愛上我#炎亞綸＆郭雪芙簽名酷卡	“郭雪芙”是一个人名实体
//@林小萱Sandy:今年最喜歡的華劇#就是要你愛上我#想要#就是要你愛上我#炎亞綸＆郭雪芙簽名酷卡	“是”不是一个命名实体
//@林小萱Sandy:今年最喜歡的華劇#就是要你愛上我#想要#就是要你愛上我#炎亞綸＆郭雪芙簽名酷卡	“#”不是一个命名实体
//@林小萱Sandy:今年最喜歡的華劇#就是要你愛上我#想要#就是要你愛上我#炎亞綸＆郭雪芙簽名酷卡	“酷卡”不是一个命名实体
老同学推荐我“五一”去千岛湖洲际度假酒店，曰：湖光山影，美食仙境。去过的人觉得如何？长图转自网上，据说是爱好摄影的驴友所拍。	“千岛湖洲际度假酒店”是一个地名实体
老同学推荐我“五一”去千岛湖洲际度假酒店，曰：湖光山影，美食仙境。去过的人觉得如何？长图转自网上，据说是爱好摄影的驴友所拍。	“湖光山影”不是一个命名实体
不走这几条路就没路走了。冰激凌好像浦东大的路都毁了	“浦”是一个地名实体
不走这几条路就没路走了。冰激凌好像浦东大的路都毁了	“条”不是一个命名实体
